,company_name,address,tel,mech,lat,lon
1418,หจก. เสลภูมิค้าไม้,83 หมู่ 8  ต.กลาง อ.เสลภูมิ จ.ร้อยเอ็ด 45120,043-551301,มี,16.0045858,102.7029998
1419,หจก. สหไพบูลย์สุขภัณฑ์,29/6-11 หมู่ 18 ถ.ประสพสุข ต.รอบเวียง อ.เมืองเชียงราย จ.เชียงราย 57000,"053-714965, 715750",มี,19.897633,99.8428703
1420,หจก. นิคมโฮมเซ็นเตอร์,18 หมู่ที่ 2 ต.แม่ข้าวต้ม อ.เมืองเชียงราย จ.เชียงราย 57100,097-998-6536,ไม่มี,,
1421,หจก. เอกภัณฑ์ 2017,103 หมู่ที่ 10 ต.แม่สาย อ.แม่สาย จ.เชียงราย 57130,053-733-175,ไม่มี,,
1422,บริษัท พีเอสที โลหะภัณฑ์ จำกัด,619 หมู่ที่ 8 ต.แม่สาย อ.แม่สาย จ.เชียงราย 57130,054-340-090,มี,,
1423,หจก. เชียงรายเซรามิค 2002,215 หมู่11 ต.สันทราย อ.เมืองเชียงราย จ.เชียงราย 57000,(053)733-175(ณัชชา),ไม่มี,19.825096,99.7665403
1424,บริษัท ไผทเทพ จำกัด,2 หมู่ที่ 11  ต.เวียงชัย อ.เวียงชัย จ.เชียงราย 57210,053-662-941-3,มี,19.879258,99.7901303
1425,หจก. ไฟน์ อินเตอร์เนชั่นแนล เอ็กซ์ปอร์ตเตอร์,254 หมู่ 3  ต.แม่สาย อ.แม่สาย จ.เชียงราย 57130,"053-732118, 0816025925",มี,20.4385076,99.8883965
1426,หจก. พี โอ ดี มาร์ช,53/26 หมู่ 22  ต.รอบเวียง อ.เมืองเชียงราย จ.เชียงราย 57000,"053-600-78, 088-263-0338",มี,19.9138739,99.2076054
1427,หจก. ฮิมกี่วัสดุภัณฑ์,762 หมู่ 3 ถ.พหลโยธิน ต.เวียง อ.เมืองเชียงราย จ.เชียงราย 57000,053-711315,มี,19.9036025,99.8381036
1428,บริษัท แสงไพบูลย์เชียงราย จำกัด,145 หมู่ที่ 9 ถ.พหลโยธิน ต.สันทราย อ.เมืองเชียงราย จ.เชียงราย 57000,053-910-800,มี,19.8802094,99.8793697
1429,ร้านเจริญรุ่งเรือง,263/5 หมู่ที่ 1 ถ.เด่นห้า-ดงมะดะ ต.รอบเวียง อ.เมืองเชียงราย จ.เชียงราย 57000,053-758-123,มี,19.8724953,99.827359
1430,บริษัท พยัคฆ์วัสดุ จำกัด,145 หมู่ที่ 9 ถ.พหลโยธิน ต.สันทราย อ.เมืองเชียงราย จ.เชียงราย 57000,053-910700,ไม่มี,,
1431,ร้าน บ้านดู่ซีเมนต์บล๊อค,259 หมู่ 4  ต.บ้านดู่ อ.เมืองเชียงราย จ.เชียงราย 57100,"053-151552, 053-151588",มี,19.943282,99.7994133
1432,หจก. วีระภัณฑ์ อิมปอร์ต เอ็กซ์ปอร์ต,174 หมู่ 1  ต.แม่สาย อ.แม่สาย จ.เชียงราย 57130,053-644343 (วีระภัณฑ์),ไม่มี,20.3107906,99.8799112
1433,หจก. รัฐมุนิกานนท์,568 หมู่ที่ 10 ต.เวียง อ.เชียงของ จ.เชียงราย 57140,053-791851,มี,19.839103,99.506411
1434,หจก. รัชแสงชัย,356 หมู่ที่ 3 ต.เวียง อ.เชียงของ จ.เชียงราย 57140,086-189-1803,ไม่มี,,
1435,ห้างหุ้นส่วนจำกัด ช.ซือวัสดุโฮม,294 หมู่ที่ 3 ต.ป่าสัก อ.เชียงแสน จ.เชียงราย 57150,053-955-751,มี,20.271063,100.0830823
1436,ห้างหุ้นส่วนจำกัด ซือช๊อปวัสดุ,788/1 หมู่ที่ 2 ต.เวียง อ.เชียงแสน จ.เชียงราย 57150,094-459-6445,ไม่มี,20.272853,99.9893233
1437,หจก.เงินไหลมาคอนกรีต,74 หมู่ที่ 12 ต.ยางฮอม อ.ขุนตาล จ.เชียงราย 57340,053-606-012,มี,,
1438,หจก. ต.เหมืองง่าคอนกรีต,108 หมู่ที่ 6 ต.สันติสุข อ.พาน จ.เชียงราย 57120,,มี,19.573357,99.794507
1439,บริษัท สหทรัพย์ทวีก่อสร้าง จำกัด,18 หมู่ที่ 14 ต.ทุ่งก่อ อ.เวียงเชียงรุ้ง จ.เชียงราย 57350,053-953-411,ไม่มี,,
1440,หจก. กิตธน,75 หมู่ที่ 8 ต.ดอนศิลา อ.เวียงชัย จ.เชียงราย 57210,085-053-8166,ไม่มี,,
1441,บริษัท สหทรัพย์ทวีก่อสร้าง จำกัด,27/1 หมู่ที่ 12 ถ.กรป.กลาง ต.ทุ่งก่อ อ.เวียงเชียงรุ้ง จ.เชียงราย 57210,053-953-411,มี,19.9711268,99.8574535
1442,หจก. เอกวัสดุภัณฑ์,111 หมู่ที่ 2 ต.แม่คำ อ.แม่จัน จ.เชียงราย 57240,053-779-004,มี,20.1671163,99.8533124
1443,บริษัท ถาวรพาณิชย์ 2526 (พาน) จำกัด,2443 หมู่ที่ 1 ต.เมืองพาน อ.พาน จ.เชียงราย 57120,081-960-4677,ไม่มี,,
1444,หจก. เพชรแสนล้าน,199 หมู๋ที่ 3 ต.แม่สรวย อ.แม่สรวย จ.เชียงราย 57180,081-883-3766,ไม่มี,,
1445,บริษัท พิสิษฐ์ภัณฑ์เชียงราย จำกัด,501/4 ถ.รัตนาเขต ต.เวียง อ.เมืองเชียงราย จ.เชียงราย 57000,053-716-588,มี,,
1446,บริษัท สานุพัฐ จำกัด,141 ม.10 ต.เวียง อ.เทิง จ.เชียงราย 57160,053-795-281,มี,19.659551,99.5434303
1447,หจก. มิตรอารีย์ 2530,138 หมู่ที่ 8 ต.เวียง อ.เชียงแสน จ.เชียงราย 57150,081-853-2072,มี,,
1448,องอาจค้าวัสดุ,105 หมู่ 1 ต.หล่ายงาว อ.เวียงแก่น จ.เชียงราย 57310,053-608-090,มี,20.052724,99.8730903
1449,บริษัท พีทพัฒน กรุ๊ป จำกัด,7 หมู่ที่ 10 ต.เม็งราย อ.พญาเม็งราย จ.เชียงราย 57290,,มี,,
1450,บริษัท กิจเจริญป่าแดด จำกัด,151 หมู่ที่ 11 ต.ป่าแดด อ.ป่าแดด จ.เชียงราย 57190,053-761-033,มี,,
1451,หจก. เชียงรายสมคิดค้าไม้,229 หมู่ 4 ต.ทานตะวัน อ.พาน จ.เชียงราย 57120,053-659106,มี,19.3709678,99.201264
1452,หจก. แอล.ที.เอ็น.วัสดุภัณฑ์,373 หมู่ที่ 9  ต.สถาน อ.เชียงของ จ.เชียงราย 57140,053-655243,ไม่มี,,
1453,หจก. มิตรอารีย์วัสดุภัณฑ์การค้า,241 หมู่ที่ 2 ต.บ้านแซว อ.เชียงแสน จ.เชียงราย 57150,083-549-5615,ไม่มี,,
1454,หจก. เกษรโฮมเซ็นเตอร์,137 หมู่ที่ 4 ต.ป่าแดด อ.ป่าแดด จ.เชียงราย 57190,053-761393,ไม่มี,19.4861302,99.8203535
1455,หจก. ศรีสวัสดิ์ เพ้นท์,486 หมู่ 3 ถ.ลาวจกราช ต.แม่จัน อ.แม่จัน จ.เชียงราย 57110,"053-771116, 053-760950",ไม่มี,20.1046262,100.5033223
1456,หจก. มิตรอารีย์วัสดุภัณฑ์การค้า,244 หมู่ที่ 5 ต.จันจว้า อ.แม่จัน จ.เชียงราย 57270,053-664-327,มี,20.244682,99.9695963
1457,ร้าน กิมกี่,74 หมู่ที่ 3 ต.เวียง อ.เชียงแสน จ.เชียงราย 57150,053-777-018,ไม่มี,,
1458,หจก. ดวงสุวรรณ์ เอ็นเตอร์ไพรส์,600 หมู่ที่ 1 ต.แม่เจดีย์ อ.เวียงป่าเป้า จ.เชียงราย 57260,053-789-169,ไม่มี,19.1951107,99.8777814
1459,หจก. เลิศตรงจิตร,162 หมู่ที่ 7 ต.เจดีย์หลวง อ.แม่สรวย จ.เชียงราย 57180,"053-950690, 053-950320",ไม่มี,19.55637,99.7468923
1460,บริษัท โฮม สุขภัณฑ์ จำกัด (สาขาเชียงราย),99/21 หมู่ที่ 13 ต.สันทราย อ.เมืองเชียงราย จ.เชียงราย 57000,053-774-623,มี,19.8674063,99.8243403
1461,หจก. แม่มาลัย ต.วัสดุก่อสร้าง,160 หมู่ที่ 5 ต.สันมหาพน อ.แม่แตง จ.เชียงใหม่ 50150,053-470400-1,มี,19.017319,98.8761833
1462,บริษัท เจอาร์เอ็น (2012) จำกัด,322 หมู่ที่ 20 ต.เวียง อ.ฝาง จ.เชียงใหม่ 50110,053-451-518-9,มี,,
1463,บริษัท โฮม สุขภัณฑ์ จำกัด,56 หมู่ที่ 2 ต.สันพระเนตร อ.สันทราย จ.เชียงใหม่ 50210,053-126000-4,มี,18.790428,98.9929451
1464,หจก. กำไลทองวัสดุภัณฑ์,158 หมู่ที่ 14 ต.สันทราย อ.ฝาง จ.เชียงใหม่ 50110,053-346-641,ไม่มี,,
1465,บริษัท ทุ่งข้าวพวง อรุณโณทัย จำกัด,612 หมู่ที่ 10 ต.เมืองนะ อ.เชียงดาว จ.เชียงใหม่ 50170,080-492-8071,ไม่มี,,
1466,บริษัท ตั้งหง่วงเซ้ง ไทยโฮมมาร์ท จำกัด,209 หมู่ที่ 1 ถ.เชียงใหม่-ฝาง ต.ริมเหนือ อ.แม่ริม จ.เชียงใหม่ 50180,053-298-616,มี,18.9227285,98.9395211
1467,บริษัท ชยารีโฮม จำกัด,365 หมู่ที่ 4 ต.หนองจ๊อม อ.สันทราย จ.เชียงใหม่ 50210,053-876101,มี,18.8514372,99.0071754
1468,หจก. ตันสุหัช,188 หมู่ที่ 8 ต.หนองจ๊อม อ.สันทราย จ.เชียงใหม่ 50210,(053)345345,มี,18.834025,99.1782333
1469,บริษัท เชียงใหม่มายโฮม จำกัด,115/2 หมู่ที่ 3 ต.ฟ้าฮ่าม อ.เมืองเชียงใหม่ จ.เชียงใหม่ 50000,,มี,18.8118397,98.989507
1470,หจก. ส.รุ่งเจริญวัสดุ,226 หมู่ที่ 1 ต.สันโป่ง อ.แม่ริม จ.เชียงใหม่ 50180,053-847590,มี,18.9482987,98.9438919
1471,บริษัท พาหนะวัสดุ จำกัด,151 หมู่ที่ 2 ต.สันทรายหลวง อ.สันทราย จ.เชียงใหม่ 50210,082-157-6664,มี,,
1472,บริษัท พี.ที คอนกรีต เชียงใหม่ จำกัด,330 หมู่ที่ 5 ต.แม่สูน อ.ฝาง จ.เชียงใหม่ 50110,053-346711,มี,19.8130213,100.2370235
1473,ร้าน คลังวัสดุภัณฑ์,"237,237/1-4 หมู่ที่ 10 ต.หนองหาร อ.สันทราย จ.เชียงใหม่ 50290",053-878232,ไม่มี,18.9196337,98.9425244
1474,ฉัตรมงคลค้าไม้,722 หมู่ที่ 2 ต.ปงตำ อ.ไชยปราการ จ.เชียงใหม่ 50320,,ไม่มี,19.717667,99.1393813
1475,หจก. โกเผ่งวัสดุก่อสร้าง,35 หมู่ที่ 1 ต.ศรีดงเย็น อ.ไชยปราการ จ.เชียงใหม่ 50320,053-457063,มี,19.6822498,100.2014937
1476,หจก. แม่ออน ก.วัสดุภัณฑ์,37/2 หมู่ที่ 2 ต.ออนกลาง อ.แม่ออน จ.เชียงใหม่ 50130,053-859-234,มี,18.7547479,99.0592686
1477,บริษัท เชียงดาววัสดุก่อสร้าง จำกัด,299 หมู่ที่ 8 ต.เชียงดาว อ.เชียงดาว จ.เชียงใหม่ 50170,053-388-137,ไม่มี,19.3438663,99.8083666
1478,บริษัท ฒิลา ค้าวัสดุก่อสร้าง จำกัด,72 หมู่ที่ 3 ถ.โชตนา ต.เวียง อ.ฝาง จ.เชียงใหม่ 50300,"053-452051, 451324",ไม่มี,19.916512,99.8583173
1479,หจก. ฐิตาภรณ์บิวดิ้งแอนด์แมททีเรียล,335 หมู่ที่ 3 ต.สันปูเลย อ.ดอยสะเก็ด จ.เชียงใหม่ 50220,053-286-029,มี,18.818198,99.0170143
1480,หจก. นามจันทร์ลักษณ์,25 หมู่ที่ 5 ต.เวียง อ.ฝาง จ.เชียงใหม่ 50110,053-451590,ไม่มี,19.912974,99.2034653
1481,หจก. ธงชัยพาณิชย์ แม่สะเรียง,451 หมู่ที่ 12 ต.บ้านกาศ อ.แม่สะเรียง จ.แม่ฮ่องสอน 58110,053-681-136,มี,,
1482,ห้างหุ้นส่วนจำกัด ทัตเทพพิบูล,41 ถ.นาวาคชสาร  ต.จองคำ อ.เมืองแม่ฮ่องสอน จ.แม่ฮ่องสอน 58000,053-612-214,มี,19.2846661,100.8626292
1483,หจก. ชื่นชูไพรก่อสร้าง,255/47 หมู่ที่ 1 ต.บ้านกาศ อ.แม่สะเรียง จ.แม่ฮ่องสอน 58110,053-682933,ไม่มี,18.173418,98.374801
1484,หจก.ปางมะผ้า โฮมโซลูชั่น,275 หมู่ที่ 1 ต.สบป่อง อ.ปางมะผ้า จ.แม่ฮ่องสอน 58150,053-617-311,ไม่มี,19.5174874,100.2954584
1485,บริษัท โฮมมอลล์ จำกัด,333 หมู่ 6 ถ.วงแหวนรอบนอก ก.ม.27 ต.หนองจ๊อม อ.สันทราย จ.เชียงใหม่ 50120,053-014888 ต่อ430(จัดซื้อ),มี,18.849951,99.0839083
1486,บริษัท จ.เจริญค้าวัสดุก่อสร้าง จำกัด,"1077,1077/1-4  หมู่ที่ 1 ต.ท่าสายลวด อ.แม่สอด จ.ตาก 63110",,มี,16.702574,103.5150023
1487,หจก. สิทธิพลค้าวัสดุ เอส.เอ็ม.,775 หมู่ที่ 1 ต.ท่าสายลวด อ.แม่สอด จ.ตาก 63110,083-164-5109,มี,,
1488,บริษัท มามาโฮมมาร์ท จำกัด,463 หมู่ที่ 1 ต.แม่ปะ อ.แม่สอด จ.ตาก 63110,,มี,16.7277773,104.0747174
1489,พูลทรัพย์พาณิชย์,318/2 หมู่ที่ 14 ต.ตากออก อ.บ้านตาก จ.ตาก 63120,055-591044,มี,,
1490,เหรียญทองการค้า,711 หมู่ที่ 1 ต.อุ้มผาง อ.อุ้มผาง จ.ตาก 63170,055-561-382,มี,,
1491,ร้าน สุกมลพาณิชย์,118-120 ถ.จอมพล ต.หนองหลวง อ.เมืองตาก จ.ตาก 63000,055-512286,ไม่มี,16.8738629,99.1230084
1492,หจก. กมลทรัพย์ค้าวัสดุก่อสร้าง,215 ถ.ไทยชนะ ต.เชียงเงิน อ.เมืองตาก จ.ตาก 63000,081-837-3211,มี,,
1493,ร้าน ตากสินวัสดุก่อสร้าง,87-89 ถ.จอมพล ต.หนองหลวง อ.เมืองตาก จ.ตาก 63000,055-511779,มี,,
1494,สวิงวัสดุก่อสร้าง,60 หมู่ที่ 5 ต.เกาะตะเภา อ.บ้านตาก จ.ตาก 63120,"055-550-345, 055-550-189",มี,,
1495,บริษัท สหภัณฑ์เคหะกิจ จำกัด,152/2 ถ.พหลโยธิน ต.สวนดอก อ.เมืองลำปาง จ.ลำปาง 52100,054-227999,มี,18.2841266,99.4821504
1496,ลำปางอิสระวัสดุก่อสร้าง,496 หมู่ที่ 7 ต.พระบาท อ.เมืองลำปาง จ.ลำปาง 52000,054-811-211,มี,,
1497,หจก. สยามเริงฤทธิ์,51 หมู่ที่ 9 ต.แจ้ห่ม อ.แจ้ห่ม จ.ลำปาง 52120,,มี,18.702726,98.9296573
1498,หจก. ทรัพย์มณีพานิชลำปาง,51 หมู่ที่ 9 ต.แจ้ห่ม อ.แจ้ห่ม จ.ลำปาง 52120,,ไม่มี,,
1499,บริษัท นนท์วัสดุ พลัส จำกัด,218/1 ถ.พหลโยธิน ต.สวนดอก อ.เมืองลำปาง จ.ลำปาง 52100,097-973-6919,ไม่มี,,
1500,หจก. จิตเกษม (1953),218 หมู่ที่ 6 ต.วังเหนือ อ.วังเหนือ จ.ลำปาง 52140,054-279-031,ไม่มี,,
1501,หจก. เต๊กหมง,138/15 ถ.พหลโยธิน ต.สวนดอก อ.เมืองลำปาง จ.ลำปาง 52100,054-231531-32,มี,18.2802936,99.4798533
1502,ร้าน แสงธรรมวิทยา,86-88 ถ.ทิพย์วรรณ ต.สวนดอก อ.เมืองลำปาง จ.ลำปาง 52000,"054-217692, 217694",ไม่มี,18.285513,99.4952913
1503,ร้าน สุนทรพาณิชย์,196 หมู่ที่ 5 ต.ห้างฉัตร อ.ห้างฉัตร จ.ลำปาง 52190,054-269-378,มี,18.302073,103.3004463
1504,หจก. กิจสินพานิช,79/6 ถ.พหลโยธิน ต.สบตุ๋ย อ.เมืองลำปาง จ.ลำปาง 52100,054-222043,ไม่มี,,
1505,บริษัท นพดลพานิช จำกัด,392 ถ.ซุปเปอร์ไฮเวย์ เชียงใหม่-ลำปาง ต.ฟ้าฮ่าม อ.เมืองเชียงใหม่ จ.เชียงใหม่ 50000,(053)240-377,มี,18.8082487,99.0149073
1506,บริษัท ทวีพรรณวัสดุก่อสร้าง จำกัด,3/15 หมู่ที่ 5 ถ.เชียงใหม่-ลำปาง ต.ท่าศาลา อ.เมืองเชียงใหม่ จ.เชียงใหม่ 50000,053-850555,มี,18.7799078,100.774571
1507,บริษัท เอช.ซี.แอล กรุ๊ป เชียงใหม่ จำกัด,"28,28/1-2 ถ.ศรีดอนไชย  ต.หายยา อ.เมืองเชียงใหม่ จ.เชียงใหม่ 50100",,มี,18.7802557,99.0274946
1508,บริษัท เชียงใหม่วีระกิจ (2008) จำกัด,149 หมู่ที่ 10 ต.สันปูเลย อ.ดอยสะเก็ด จ.เชียงใหม่ 50220,"053-275148, 053-273517",มี,18.7846019,99.0214585
1509,บริษัท วีระพานิช เชียงใหม่ จำกัด,44-44/1-8 หมู่ 5 ต.ฟ้าฮ่าม อ.เมืองเชียงใหม่ จ.เชียงใหม่ 50000,053-852345,มี,18.8057884,99.0125101
1510,หจก. ระเบียบพานิช,109/9 หมู่ที่ 1 ถ.มหิดล ต.หนองหอย อ.เมืองเชียงใหม่ จ.เชียงใหม่ 50000,053-140218,ไม่มี,18.7558363,98.9681817
1511,หจก. เชียงใหม่ เอส.โอ.พี,83 ถ.ตรัสวงค์ ต.วัดเกต อ.เมืองเชียงใหม่ จ.เชียงใหม่ 50000,086-6703181,มี,18.80156,98.9833373
1512,หจก. กมลโลหะกิจเชียงใหม่,169/4-5 ถ.ช้างเผือก  ต.ศรีภูมิ อ.เมืองเชียงใหม่ จ.เชียงใหม่ 50200,"053-222537, 053-221751",มี,18.801347,98.9858709
1513,บริษัท เจริญสุขพาณิชย์ เชียงใหม่ (2011) จำกัด,191 หมู่ที่ 3 ต.แม่แฝกใหม่ อ.สันทราย จ.เชียงใหม่ 50290,,ไม่มี,18.968157,98.9435783
1514,บริษัท ธนาโชค คอนสตรัคชั่น จำกัด,269/19 หมู่ที่ 3 ต.สันปูเลย อ.ดอยสะเก็ด จ.เชียงใหม่ 50220,053-039-086,ไม่มี,,
1515,รัชภร,171 หมู่ที่ 1 ต.แม่คือ อ.ดอยสะเก็ด จ.เชียงใหม่ 50220,053-043-378,มี,18.7853558,99.0698166
1516,หจก. เตียเม่งฮวดฮาร์ดแวร์,167/1 ถ.ช้างเผือก ต.ศรีภูมิ อ.เมืองเชียงใหม่ จ.เชียงใหม่ 50300,053-222429,ไม่มี,18.7991068,99.0315486
1517,หจก. เชียงใหม่ คัลเลอร์ เอ็กซ์เปิร์ต,222/7-9  หมู่ที่ 6 ถ.เชียงใหม่-หางดง ต.แม่เหียะ อ.เมืองเชียงใหม่ จ.เชียงใหม่ 50100,053-282190,มี,18.755265,99.2388023
1518,บริษัท อินทมังเทวี จำกัด,111 หมู่ที่ 1 ต.สองแคว อ.ดอยหล่อ จ.เชียงใหม่ 50160,081-993-6304,มี,,
1519,ร้านไม้งาม,111 หมู่ที่ 1 ต.สองแคว อ.ดอยหล่อ จ.เชียงใหม่ 50160,053-360288,มี,18.509507,98.3482913
1520,บริษัท อ๊อดไม้แบบ จำกัด,111/2 หมู่ที่ 6 ต.หนองแฝก อ.สารภี จ.เชียงใหม่ 50140,053-325-794,มี,18.670295,99.0887463
1521,บริษัท ปิยะภัณฑ์ฮอด จำกัด,86 หมู่ที่ 2  ต.หางดง อ.ฮอด จ.เชียงใหม่ 50240,053-461087,ไม่มี,,
1522,บริษัท เหล็กล้านนา จำกัด,333 หมู่ที่ 9 ต.ดอยหล่อ อ.ดอยหล่อ จ.เชียงใหม่ 50160,053-369-1767,มี,,
1523,หจก. ศิวรรณวัสดุภัณฑ์,228 หมู่ที่ 7 ต.หนองแก๋ว อ.หางดง จ.เชียงใหม่ 50230,05-301-3906,ไม่มี,,
1524,บริษัท สุทธิภัณฑ์ 2017 จำกัด,12 หมู่ที่ 16 ต.บ้านแปะ อ.จอมทอง จ.เชียงใหม่ 50240,053-831-147,ไม่มี,18.210538,98.615669
1525,อนุรักษ์วัสดุ,93 หมู่ที่ 6 ต.ทุ่งรวงทอง อ.แม่วาง จ.เชียงใหม่ 50360,,มี,18.393776,98.6768333
1526,บริษัท เชียงใหม่วิทยาพาณิชย์(1997) จำกัด,90 หมู่ 5 ต.ไชยสถาน อ.สารภี จ.เชียงใหม่ 50140,053-276621,มี,18.756896,99.0024643
1527,บริษัท ซี.พี.เอส. โฮมเซ็นเตอร์ จำกัด,95 หมู่ที่ 6 ต.สันกลาง อ.สันกำแพง จ.เชียงใหม่ 50130,053-115811,มี,18.75371,99.9768243
1528,บริษัท เชียงใหม่ ต.เคหะภัณฑ์(2002) จำกัด,123 หมู่ 11 ถ.เชียงใหม่-หางดง ต.หนองควาย อ.หางดง จ.เชียงใหม่ 50230,053430-055-6,มี,18.70699,99.5668773
1529,หจก. บุญทาการค้า,119 หมู่ที่ 6 ต.ช่างเคิ่ง อ.แม่แจ่ม จ.เชียงใหม่ 50270,,มี,18.493608,98.9877443
1530,หจก. สุชาดาพาณิชย์,121 หมู่ที่ 20 ต.ดอยหล่อ อ.ดอยหล่อ จ.เชียงใหม่ 50160,081-568-7916,มี,,
1531,หจก. อดิศักดิ์พาณิชย์,301 หมู่ที่ 20 ต.สบเตี๊ยะ อ.จอมทอง จ.เชียงใหม่ 50160,053-341137,มี,18.366909,103.6383303
1532,ร้าน สิริภัณฑ์ (บ่อหลวง),364 หมู่ 12  ต.บ่อหลวง อ.ฮอด จ.เชียงใหม่ 50240,086-917-3525,มี,18.1642239,97.9322225
1533,สุนิภา พาณิชย์,84 หมู่ที่ 11 ต.แม่วิน อ.แม่วาง จ.เชียงใหม่ 50360,084-481-7760,ไม่มี,,
1534,ส.วัสดุภัณฑ์,30/2 หมู่ที่ 1 ต.บ้านกลาง อ.สันป่าตอง จ.เชียงใหม่ 50120,053-481-502,มี,18.577408,98.9689093
1535,ว.วัสดุภัณฑ์,52/1 หมู่ที่ 1 ต.แช่ช้าง อ.สันกำแพง จ.เชียงใหม่ 50130,,ไม่มี,18.722698,99.0242323
1536,ห้างหุ้นส่วนจำกัด เอี่ยมเส็งโลหะกิจ,256/1-4 หมู่ที่ 3 ถ.เชียงใหม่-หางดง  ต.บ้านแหวน อ.หางดง จ.เชียงใหม่ 50230,053-431-633-4,ไม่มี,18.722698,99.0242323
1537,บริษัท วีอาร์ 999 ค้าวัสดุ จำกัด,116 หมู่ที่ 5 ต.บ้านแป้น อ.เมืองลำพูน จ.ลำพูน 51000,053-521163,ไม่มี,,
1538,หจก. สมบุญ ดี.พี.ซัพพลาย,491 หมู่ที่ 1 ต.ป่าซาง อ.ป่าซาง จ.ลำพูน 51120,093-521-603,ไม่มี,,
1539,หจก. ค.เคหะภัณฑ์ แม่ทา,236 หมู่ที่ 2 ต.ทาทุ่งหลวง อ.แม่ทา จ.ลำพูน 51170,053-574-604,ไม่มี,,
1540,บริษัท ช.โฮม จำกัด,77 หมู่ที่ 14 ถ.พหลโยธิน ต.ลี้ อ.ลี้ จ.ลำพูน 51110,053-979-669,มี,17.804769,98.9467393
1541,นานาวัสดุภัณฑ์,218/1 หมู่ที่ 3 ต.บ้านแป้น อ.เมืองลำพูน จ.ลำพูน 51000,,มี,18.5284595,98.9680287
1542,หจก. ไมก้าโฮม กำแพงเพชร,222 หมู่ที่ 9 ต.นครชุม อ.เมืองกำแพงเพชร จ.กำแพงเพชร 62000,055-850-940,มี,,
1543,ร้าน บ้านวัสดุ,69 หมู่ 10  ต.พรานกระต่าย อ.พรานกระต่าย จ.กำแพงเพชร 62110,055-762055,มี,16.669802,103.3029263
1544,ภัคธนัทภัณฑ์,136/1 หมู่ที่ 5 ต.ถ้ำกระต่ายทอง อ.พรานกระต่าย จ.กำแพงเพชร 62110,089-566-0164,ไม่มี,,
1545,ส กนกวรรณค้าเจริญวัสดุก่อสร้าง,"418,418/1,418/2 หมู่ที่ 5 ต.ไทรงาม อ.ไทรงาม จ.กำแพงเพชร 62150",,ไม่มี,,
1546,สมบูรณ์ค้าเจริญวัสดุก่อสร้าง,99/1 หมู่ที่ 1 ต.ไทรงาม อ.ไทรงาม จ.กำแพงเพชร 62150,"080-509-4107, 087-204-1099",มี,,
1547,หจก. ชาตรีชินวัตรภัณฑ์,315-317 ถ.เจริญสุข ต.ในเมือง อ.เมืองกำแพงเพชร จ.กำแพงเพชร 62000,055-720715-16,ไม่มี,16.4725437,99.5299771
1548,หจก. ทรงเกียรติเคหะภัณฑ์,474 ถ.เจริญสุข ต.ในเมือง อ.เมืองกำแพงเพชร จ.กำแพงเพชร 62000,"055-720348, 711405",มี,16.4732823,99.8985465
1549,บริษัท ประทีปทอง โฮมมาร์ท จำกัด,1185/3 หมู่ที่ 1 ต.สลกบาตร อ.ขาณุวรลักษบุรี จ.กำแพงเพชร 62140,055-771370,มี,15.991401,101.0623413
1550,หจก. กำแพงเพชรง่วนฮงหลี,"1,3-5,7,9 ซอย 2 ถ.เจริญสุข ต.ในเมือง อ.เมืองกำแพงเพชร จ.กำแพงเพชร 62000","055-711148, 721157",ไม่มี,16.464352,99.4951243
1551,วีระชัยการค้า,139/1 หมู่ที่ 1  ต.วังแขม อ.คลองขลุง จ.กำแพงเพชร 62120,081-707-2427,มี,16.1624184,103.3462436
1552,บริษัท ตึกน้ำเงิน(1993) จำกัด,242/2-5 ถ.สวรรค์วิถี ต.ปากน้ำโพ อ.เมืองนครสวรรค์ จ.นครสวรรค์ 60000,056-334920,มี,15.6859929,100.0556185
1553,หจก. ศรีสวรรค์ 2000,200/7-9 ถ.สวรรค์วิถี ต.ปากน้ำโพ อ.เมืองนครสวรรค์ จ.นครสวรรค์ 60000,055-641-732,ไม่มี,,
1554,ส.สิริรัตน์คอนกรีต,7/2 หมู่ที่ 1 ต.เก้าเลี้ยว อ.เก้าเลี้ยว จ.นครสวรรค์ 60230,056-299-152,มี,,
1555,ร้าน สุวราคอนกรีต,154/3 หมู่ที่ 2 ต.เก้าเลี้ยว อ.เก้าเลี้ยว จ.นครสวรรค์ 60230,056-299-098,ไม่มี,,
1556,หจก. ยุทธนาแกรนด์ คอนสตรัคชั่น,11/20 หมู่ที่ 9 ต.หัวถนน อ.ท่าตะโก จ.นครสวรรค์ 60160,090-146-9591,ไม่มี,,
1557,บริษัท ไชโยโฮลอินวัน จำกัด,105 หมู่ 4 ถ.พหลโยธิน ต.นครสวรรค์ออก อ.เมืองนครสวรรค์ จ.นครสวรรค์ 60000,056-276863,มี,15.6427054,100.4909317
1558,บริษัท ไชโยโฮลอินวัน คอนกรีต จำกัด,23/10 หมู่ที่ 7 ต.ยางตาล อ.โกรกพระ จ.นครสวรรค์ 60170,,ไม่มี,,
1559,เอฟ บี วัสดุ,2 ถนนสุชาดา ต.ปากน้ำโพ อ.เมืองนครสวรรค์ จ.นครสวรรค์ 60000,,ไม่มี,,
1560,หจก. จิรันธนินเอ็นจิเนียริ่ง,468/14 หมู่ที่ 4 ต.ตาคลี อ.ตาคลี จ.นครสวรรค์ 60140,056-264-373,ไม่มี,,
