,company_name,address,tel,mech
1421,หจก. เอกภัณฑ์ 2017,103 หมู่ที่ 10 ต.แม่สาย อ.แม่สาย จ.เชียงราย 57130,053-733-175,ไม่มี
1422,บริษัท พีเอสที โลหะภัณฑ์ จำกัด,619 หมู่ที่ 8 ต.แม่สาย อ.แม่สาย จ.เชียงราย 57130,054-340-090,มี
1423,หจก. เชียงรายเซรามิค 2002,215 หมู่11 ต.สันทราย อ.เมืองเชียงราย จ.เชียงราย 57000,(053)733-175(ณัชชา),ไม่มี
1424,บริษัท ไผทเทพ จำกัด,2 หมู่ที่ 11  ต.เวียงชัย อ.เวียงชัย จ.เชียงราย 57210,053-662-941-3,มี
1425,หจก. ไฟน์ อินเตอร์เนชั่นแนล เอ็กซ์ปอร์ตเตอร์,254 หมู่ 3  ต.แม่สาย อ.แม่สาย จ.เชียงราย 57130,"053-732118, 0816025925",มี
1426,หจก. พี โอ ดี มาร์ช,53/26 หมู่ 22  ต.รอบเวียง อ.เมืองเชียงราย จ.เชียงราย 57000,"053-600-78, 088-263-0338",มี
1427,หจก. ฮิมกี่วัสดุภัณฑ์,762 หมู่ 3 ถ.พหลโยธิน ต.เวียง อ.เมืองเชียงราย จ.เชียงราย 57000,053-711315,มี
1428,บริษัท แสงไพบูลย์เชียงราย จำกัด,145 หมู่ที่ 9 ถ.พหลโยธิน ต.สันทราย อ.เมืองเชียงราย จ.เชียงราย 57000,053-910-800,มี
1429,ร้านเจริญรุ่งเรือง,263/5 หมู่ที่ 1 ถ.เด่นห้า-ดงมะดะ ต.รอบเวียง อ.เมืองเชียงราย จ.เชียงราย 57000,053-758-123,มี
1430,บริษัท พยัคฆ์วัสดุ จำกัด,145 หมู่ที่ 9 ถ.พหลโยธิน ต.สันทราย อ.เมืองเชียงราย จ.เชียงราย 57000,053-910700,ไม่มี
1431,ร้าน บ้านดู่ซีเมนต์บล๊อค,259 หมู่ 4  ต.บ้านดู่ อ.เมืองเชียงราย จ.เชียงราย 57100,"053-151552, 053-151588",มี
1432,หจก. วีระภัณฑ์ อิมปอร์ต เอ็กซ์ปอร์ต,174 หมู่ 1  ต.แม่สาย อ.แม่สาย จ.เชียงราย 57130,053-644343 (วีระภัณฑ์),ไม่มี
1433,หจก. รัฐมุนิกานนท์,568 หมู่ที่ 10 ต.เวียง อ.เชียงของ จ.เชียงราย 57140,053-791851,มี
1434,หจก. รัชแสงชัย,356 หมู่ที่ 3 ต.เวียง อ.เชียงของ จ.เชียงราย 57140,086-189-1803,ไม่มี
1435,ห้างหุ้นส่วนจำกัด ช.ซือวัสดุโฮม,294 หมู่ที่ 3 ต.ป่าสัก อ.เชียงแสน จ.เชียงราย 57150,053-955-751,มี
1436,ห้างหุ้นส่วนจำกัด ซือช๊อปวัสดุ,788/1 หมู่ที่ 2 ต.เวียง อ.เชียงแสน จ.เชียงราย 57150,094-459-6445,ไม่มี
1437,หจก.เงินไหลมาคอนกรีต,74 หมู่ที่ 12 ต.ยางฮอม อ.ขุนตาล จ.เชียงราย 57340,053-606-012,มี
1438,หจก. ต.เหมืองง่าคอนกรีต,108 หมู่ที่ 6 ต.สันติสุข อ.พาน จ.เชียงราย 57120,,มี
1439,บริษัท สหทรัพย์ทวีก่อสร้าง จำกัด,18 หมู่ที่ 14 ต.ทุ่งก่อ อ.เวียงเชียงรุ้ง จ.เชียงราย 57350,053-953-411,ไม่มี
1440,หจก. กิตธน,75 หมู่ที่ 8 ต.ดอนศิลา อ.เวียงชัย จ.เชียงราย 57210,085-053-8166,ไม่มี
1441,บริษัท สหทรัพย์ทวีก่อสร้าง จำกัด,27/1 หมู่ที่ 12 ถ.กรป.กลาง ต.ทุ่งก่อ อ.เวียงเชียงรุ้ง จ.เชียงราย 57210,053-953-411,มี
1442,หจก. เอกวัสดุภัณฑ์,111 หมู่ที่ 2 ต.แม่คำ อ.แม่จัน จ.เชียงราย 57240,053-779-004,มี
1443,บริษัท ถาวรพาณิชย์ 2526 (พาน) จำกัด,2443 หมู่ที่ 1 ต.เมืองพาน อ.พาน จ.เชียงราย 57120,081-960-4677,ไม่มี
1444,หจก. เพชรแสนล้าน,199 หมู๋ที่ 3 ต.แม่สรวย อ.แม่สรวย จ.เชียงราย 57180,081-883-3766,ไม่มี
1445,บริษัท พิสิษฐ์ภัณฑ์เชียงราย จำกัด,501/4 ถ.รัตนาเขต ต.เวียง อ.เมืองเชียงราย จ.เชียงราย 57000,053-716-588,มี
1446,บริษัท สานุพัฐ จำกัด,141 ม.10 ต.เวียง อ.เทิง จ.เชียงราย 57160,053-795-281,มี
1447,หจก. มิตรอารีย์ 2530,138 หมู่ที่ 8 ต.เวียง อ.เชียงแสน จ.เชียงราย 57150,081-853-2072,มี
1448,องอาจค้าวัสดุ,105 หมู่ 1 ต.หล่ายงาว อ.เวียงแก่น จ.เชียงราย 57310,053-608-090,มี
1449,บริษัท พีทพัฒน กรุ๊ป จำกัด,7 หมู่ที่ 10 ต.เม็งราย อ.พญาเม็งราย จ.เชียงราย 57290,,มี
1450,บริษัท กิจเจริญป่าแดด จำกัด,151 หมู่ที่ 11 ต.ป่าแดด อ.ป่าแดด จ.เชียงราย 57190,053-761-033,มี
1451,หจก. เชียงรายสมคิดค้าไม้,229 หมู่ 4 ต.ทานตะวัน อ.พาน จ.เชียงราย 57120,053-659106,มี
1452,หจก. แอล.ที.เอ็น.วัสดุภัณฑ์,373 หมู่ที่ 9  ต.สถาน อ.เชียงของ จ.เชียงราย 57140,053-655243,ไม่มี
1453,หจก. มิตรอารีย์วัสดุภัณฑ์การค้า,241 หมู่ที่ 2 ต.บ้านแซว อ.เชียงแสน จ.เชียงราย 57150,083-549-5615,ไม่มี
1454,หจก. เกษรโฮมเซ็นเตอร์,137 หมู่ที่ 4 ต.ป่าแดด อ.ป่าแดด จ.เชียงราย 57190,053-761393,ไม่มี
1455,หจก. ศรีสวัสดิ์ เพ้นท์,486 หมู่ 3 ถ.ลาวจกราช ต.แม่จัน อ.แม่จัน จ.เชียงราย 57110,"053-771116, 053-760950",ไม่มี
1456,หจก. มิตรอารีย์วัสดุภัณฑ์การค้า,244 หมู่ที่ 5 ต.จันจว้า อ.แม่จัน จ.เชียงราย 57270,053-664-327,มี
1457,ร้าน กิมกี่,74 หมู่ที่ 3 ต.เวียง อ.เชียงแสน จ.เชียงราย 57150,053-777-018,ไม่มี
1458,หจก. ดวงสุวรรณ์ เอ็นเตอร์ไพรส์,600 หมู่ที่ 1 ต.แม่เจดีย์ อ.เวียงป่าเป้า จ.เชียงราย 57260,053-789-169,ไม่มี
1459,หจก. เลิศตรงจิตร,162 หมู่ที่ 7 ต.เจดีย์หลวง อ.แม่สรวย จ.เชียงราย 57180,"053-950690, 053-950320",ไม่มี
1460,บริษัท โฮม สุขภัณฑ์ จำกัด (สาขาเชียงราย),99/21 หมู่ที่ 13 ต.สันทราย อ.เมืองเชียงราย จ.เชียงราย 57000,053-774-623,มี
1461,หจก. แม่มาลัย ต.วัสดุก่อสร้าง,160 หมู่ที่ 5 ต.สันมหาพน อ.แม่แตง จ.เชียงใหม่ 50150,053-470400-1,มี
1462,บริษัท เจอาร์เอ็น (2012) จำกัด,322 หมู่ที่ 20 ต.เวียง อ.ฝาง จ.เชียงใหม่ 50110,053-451-518-9,มี
1463,บริษัท โฮม สุขภัณฑ์ จำกัด,56 หมู่ที่ 2 ต.สันพระเนตร อ.สันทราย จ.เชียงใหม่ 50210,053-126000-4,มี
1464,หจก. กำไลทองวัสดุภัณฑ์,158 หมู่ที่ 14 ต.สันทราย อ.ฝาง จ.เชียงใหม่ 50110,053-346-641,ไม่มี
1465,บริษัท ทุ่งข้าวพวง อรุณโณทัย จำกัด,612 หมู่ที่ 10 ต.เมืองนะ อ.เชียงดาว จ.เชียงใหม่ 50170,080-492-8071,ไม่มี
1466,บริษัท ตั้งหง่วงเซ้ง ไทยโฮมมาร์ท จำกัด,209 หมู่ที่ 1 ถ.เชียงใหม่-ฝาง ต.ริมเหนือ อ.แม่ริม จ.เชียงใหม่ 50180,053-298-616,มี
1467,บริษัท ชยารีโฮม จำกัด,365 หมู่ที่ 4 ต.หนองจ๊อม อ.สันทราย จ.เชียงใหม่ 50210,053-876101,มี
1468,หจก. ตันสุหัช,188 หมู่ที่ 8 ต.หนองจ๊อม อ.สันทราย จ.เชียงใหม่ 50210,(053)345345,มี
1469,บริษัท เชียงใหม่มายโฮม จำกัด,115/2 หมู่ที่ 3 ต.ฟ้าฮ่าม อ.เมืองเชียงใหม่ จ.เชียงใหม่ 50000,,มี
1470,หจก. ส.รุ่งเจริญวัสดุ,226 หมู่ที่ 1 ต.สันโป่ง อ.แม่ริม จ.เชียงใหม่ 50180,053-847590,มี
1471,บริษัท พาหนะวัสดุ จำกัด,151 หมู่ที่ 2 ต.สันทรายหลวง อ.สันทราย จ.เชียงใหม่ 50210,082-157-6664,มี
1472,บริษัท พี.ที คอนกรีต เชียงใหม่ จำกัด,330 หมู่ที่ 5 ต.แม่สูน อ.ฝาง จ.เชียงใหม่ 50110,053-346711,มี
1473,ร้าน คลังวัสดุภัณฑ์,"237,237/1-4 หมู่ที่ 10 ต.หนองหาร อ.สันทราย จ.เชียงใหม่ 50290",053-878232,ไม่มี
1474,ฉัตรมงคลค้าไม้,722 หมู่ที่ 2 ต.ปงตำ อ.ไชยปราการ จ.เชียงใหม่ 50320,,ไม่มี
1475,หจก. โกเผ่งวัสดุก่อสร้าง,35 หมู่ที่ 1 ต.ศรีดงเย็น อ.ไชยปราการ จ.เชียงใหม่ 50320,053-457063,มี
1476,หจก. แม่ออน ก.วัสดุภัณฑ์,37/2 หมู่ที่ 2 ต.ออนกลาง อ.แม่ออน จ.เชียงใหม่ 50130,053-859-234,มี
1477,บริษัท เชียงดาววัสดุก่อสร้าง จำกัด,299 หมู่ที่ 8 ต.เชียงดาว อ.เชียงดาว จ.เชียงใหม่ 50170,053-388-137,ไม่มี
1478,บริษัท ฒิลา ค้าวัสดุก่อสร้าง จำกัด,72 หมู่ที่ 3 ถ.โชตนา ต.เวียง อ.ฝาง จ.เชียงใหม่ 50300,"053-452051, 451324",ไม่มี
1479,หจก. ฐิตาภรณ์บิวดิ้งแอนด์แมททีเรียล,335 หมู่ที่ 3 ต.สันปูเลย อ.ดอยสะเก็ด จ.เชียงใหม่ 50220,053-286-029,มี
1480,หจก. นามจันทร์ลักษณ์,25 หมู่ที่ 5 ต.เวียง อ.ฝาง จ.เชียงใหม่ 50110,053-451590,ไม่มี
1481,หจก. ธงชัยพาณิชย์ แม่สะเรียง,451 หมู่ที่ 12 ต.บ้านกาศ อ.แม่สะเรียง จ.แม่ฮ่องสอน 58110,053-681-136,มี
1482,ห้างหุ้นส่วนจำกัด ทัตเทพพิบูล,41 ถ.นาวาคชสาร  ต.จองคำ อ.เมืองแม่ฮ่องสอน จ.แม่ฮ่องสอน 58000,053-612-214,มี
1483,หจก. ชื่นชูไพรก่อสร้าง,255/47 หมู่ที่ 1 ต.บ้านกาศ อ.แม่สะเรียง จ.แม่ฮ่องสอน 58110,053-682933,ไม่มี
1484,หจก.ปางมะผ้า โฮมโซลูชั่น,275 หมู่ที่ 1 ต.สบป่อง อ.ปางมะผ้า จ.แม่ฮ่องสอน 58150,053-617-311,ไม่มี
1485,บริษัท โฮมมอลล์ จำกัด,333 หมู่ 6 ถ.วงแหวนรอบนอก ก.ม.27 ต.หนองจ๊อม อ.สันทราย จ.เชียงใหม่ 50120,053-014888 ต่อ430(จัดซื้อ),มี
1486,บริษัท จ.เจริญค้าวัสดุก่อสร้าง จำกัด,"1077,1077/1-4  หมู่ที่ 1 ต.ท่าสายลวด อ.แม่สอด จ.ตาก 63110",,มี
1487,หจก. สิทธิพลค้าวัสดุ เอส.เอ็ม.,775 หมู่ที่ 1 ต.ท่าสายลวด อ.แม่สอด จ.ตาก 63110,083-164-5109,มี
1488,บริษัท มามาโฮมมาร์ท จำกัด,463 หมู่ที่ 1 ต.แม่ปะ อ.แม่สอด จ.ตาก 63110,,มี
1489,พูลทรัพย์พาณิชย์,318/2 หมู่ที่ 14 ต.ตากออก อ.บ้านตาก จ.ตาก 63120,055-591044,มี
1490,เหรียญทองการค้า,711 หมู่ที่ 1 ต.อุ้มผาง อ.อุ้มผาง จ.ตาก 63170,055-561-382,มี
1491,ร้าน สุกมลพาณิชย์,118-120 ถ.จอมพล ต.หนองหลวง อ.เมืองตาก จ.ตาก 63000,055-512286,ไม่มี
1492,หจก. กมลทรัพย์ค้าวัสดุก่อสร้าง,215 ถ.ไทยชนะ ต.เชียงเงิน อ.เมืองตาก จ.ตาก 63000,081-837-3211,มี
1493,ร้าน ตากสินวัสดุก่อสร้าง,87-89 ถ.จอมพล ต.หนองหลวง อ.เมืองตาก จ.ตาก 63000,055-511779,มี
1494,สวิงวัสดุก่อสร้าง,60 หมู่ที่ 5 ต.เกาะตะเภา อ.บ้านตาก จ.ตาก 63120,"055-550-345, 055-550-189",มี
1495,บริษัท สหภัณฑ์เคหะกิจ จำกัด,152/2 ถ.พหลโยธิน ต.สวนดอก อ.เมืองลำปาง จ.ลำปาง 52100,054-227999,มี
1496,ลำปางอิสระวัสดุก่อสร้าง,496 หมู่ที่ 7 ต.พระบาท อ.เมืองลำปาง จ.ลำปาง 52000,054-811-211,มี
1497,หจก. สยามเริงฤทธิ์,51 หมู่ที่ 9 ต.แจ้ห่ม อ.แจ้ห่ม จ.ลำปาง 52120,,มี
1498,หจก. ทรัพย์มณีพานิชลำปาง,51 หมู่ที่ 9 ต.แจ้ห่ม อ.แจ้ห่ม จ.ลำปาง 52120,,ไม่มี
1499,บริษัท นนท์วัสดุ พลัส จำกัด,218/1 ถ.พหลโยธิน ต.สวนดอก อ.เมืองลำปาง จ.ลำปาง 52100,097-973-6919,ไม่มี
1500,หจก. จิตเกษม (1953),218 หมู่ที่ 6 ต.วังเหนือ อ.วังเหนือ จ.ลำปาง 52140,054-279-031,ไม่มี
1501,หจก. เต๊กหมง,138/15 ถ.พหลโยธิน ต.สวนดอก อ.เมืองลำปาง จ.ลำปาง 52100,054-231531-32,มี
1502,ร้าน แสงธรรมวิทยา,86-88 ถ.ทิพย์วรรณ ต.สวนดอก อ.เมืองลำปาง จ.ลำปาง 52000,"054-217692, 217694",ไม่มี
1503,ร้าน สุนทรพาณิชย์,196 หมู่ที่ 5 ต.ห้างฉัตร อ.ห้างฉัตร จ.ลำปาง 52190,054-269-378,มี
1504,หจก. กิจสินพานิช,79/6 ถ.พหลโยธิน ต.สบตุ๋ย อ.เมืองลำปาง จ.ลำปาง 52100,054-222043,ไม่มี
1505,บริษัท นพดลพานิช จำกัด,392 ถ.ซุปเปอร์ไฮเวย์ เชียงใหม่-ลำปาง ต.ฟ้าฮ่าม อ.เมืองเชียงใหม่ จ.เชียงใหม่ 50000,(053)240-377,มี
1506,บริษัท ทวีพรรณวัสดุก่อสร้าง จำกัด,3/15 หมู่ที่ 5 ถ.เชียงใหม่-ลำปาง ต.ท่าศาลา อ.เมืองเชียงใหม่ จ.เชียงใหม่ 50000,053-850555,มี
1507,บริษัท เอช.ซี.แอล กรุ๊ป เชียงใหม่ จำกัด,"28,28/1-2 ถ.ศรีดอนไชย  ต.หายยา อ.เมืองเชียงใหม่ จ.เชียงใหม่ 50100",,มี
1508,บริษัท เชียงใหม่วีระกิจ (2008) จำกัด,149 หมู่ที่ 10 ต.สันปูเลย อ.ดอยสะเก็ด จ.เชียงใหม่ 50220,"053-275148, 053-273517",มี
1509,บริษัท วีระพานิช เชียงใหม่ จำกัด,44-44/1-8 หมู่ 5 ต.ฟ้าฮ่าม อ.เมืองเชียงใหม่ จ.เชียงใหม่ 50000,053-852345,มี
1510,หจก. ระเบียบพานิช,109/9 หมู่ที่ 1 ถ.มหิดล ต.หนองหอย อ.เมืองเชียงใหม่ จ.เชียงใหม่ 50000,053-140218,ไม่มี
1511,หจก. เชียงใหม่ เอส.โอ.พี,83 ถ.ตรัสวงค์ ต.วัดเกต อ.เมืองเชียงใหม่ จ.เชียงใหม่ 50000,086-6703181,มี
1512,หจก. กมลโลหะกิจเชียงใหม่,169/4-5 ถ.ช้างเผือก  ต.ศรีภูมิ อ.เมืองเชียงใหม่ จ.เชียงใหม่ 50200,"053-222537, 053-221751",มี
1513,บริษัท เจริญสุขพาณิชย์ เชียงใหม่ (2011) จำกัด,191 หมู่ที่ 3 ต.แม่แฝกใหม่ อ.สันทราย จ.เชียงใหม่ 50290,,ไม่มี
1514,บริษัท ธนาโชค คอนสตรัคชั่น จำกัด,269/19 หมู่ที่ 3 ต.สันปูเลย อ.ดอยสะเก็ด จ.เชียงใหม่ 50220,053-039-086,ไม่มี
1515,รัชภร,171 หมู่ที่ 1 ต.แม่คือ อ.ดอยสะเก็ด จ.เชียงใหม่ 50220,053-043-378,มี
1516,หจก. เตียเม่งฮวดฮาร์ดแวร์,167/1 ถ.ช้างเผือก ต.ศรีภูมิ อ.เมืองเชียงใหม่ จ.เชียงใหม่ 50300,053-222429,ไม่มี
1517,หจก. เชียงใหม่ คัลเลอร์ เอ็กซ์เปิร์ต,222/7-9  หมู่ที่ 6 ถ.เชียงใหม่-หางดง ต.แม่เหียะ อ.เมืองเชียงใหม่ จ.เชียงใหม่ 50100,053-282190,มี
1518,บริษัท อินทมังเทวี จำกัด,111 หมู่ที่ 1 ต.สองแคว อ.ดอยหล่อ จ.เชียงใหม่ 50160,081-993-6304,มี
1519,ร้านไม้งาม,111 หมู่ที่ 1 ต.สองแคว อ.ดอยหล่อ จ.เชียงใหม่ 50160,053-360288,มี
1520,บริษัท อ๊อดไม้แบบ จำกัด,111/2 หมู่ที่ 6 ต.หนองแฝก อ.สารภี จ.เชียงใหม่ 50140,053-325-794,มี
1521,บริษัท ปิยะภัณฑ์ฮอด จำกัด,86 หมู่ที่ 2  ต.หางดง อ.ฮอด จ.เชียงใหม่ 50240,053-461087,ไม่มี
1522,บริษัท เหล็กล้านนา จำกัด,333 หมู่ที่ 9 ต.ดอยหล่อ อ.ดอยหล่อ จ.เชียงใหม่ 50160,053-369-1767,มี
1523,หจก. ศิวรรณวัสดุภัณฑ์,228 หมู่ที่ 7 ต.หนองแก๋ว อ.หางดง จ.เชียงใหม่ 50230,05-301-3906,ไม่มี
1524,บริษัท สุทธิภัณฑ์ 2017 จำกัด,12 หมู่ที่ 16 ต.บ้านแปะ อ.จอมทอง จ.เชียงใหม่ 50240,053-831-147,ไม่มี
1525,อนุรักษ์วัสดุ,93 หมู่ที่ 6 ต.ทุ่งรวงทอง อ.แม่วาง จ.เชียงใหม่ 50360,,มี
1526,บริษัท เชียงใหม่วิทยาพาณิชย์(1997) จำกัด,90 หมู่ 5 ต.ไชยสถาน อ.สารภี จ.เชียงใหม่ 50140,053-276621,มี
1527,บริษัท ซี.พี.เอส. โฮมเซ็นเตอร์ จำกัด,95 หมู่ที่ 6 ต.สันกลาง อ.สันกำแพง จ.เชียงใหม่ 50130,053-115811,มี
1528,บริษัท เชียงใหม่ ต.เคหะภัณฑ์(2002) จำกัด,123 หมู่ 11 ถ.เชียงใหม่-หางดง ต.หนองควาย อ.หางดง จ.เชียงใหม่ 50230,053430-055-6,มี
1529,หจก. บุญทาการค้า,119 หมู่ที่ 6 ต.ช่างเคิ่ง อ.แม่แจ่ม จ.เชียงใหม่ 50270,,มี
1530,หจก. สุชาดาพาณิชย์,121 หมู่ที่ 20 ต.ดอยหล่อ อ.ดอยหล่อ จ.เชียงใหม่ 50160,081-568-7916,มี
1531,หจก. อดิศักดิ์พาณิชย์,301 หมู่ที่ 20 ต.สบเตี๊ยะ อ.จอมทอง จ.เชียงใหม่ 50160,053-341137,มี
1532,ร้าน สิริภัณฑ์ (บ่อหลวง),364 หมู่ 12  ต.บ่อหลวง อ.ฮอด จ.เชียงใหม่ 50240,086-917-3525,มี
1533,สุนิภา พาณิชย์,84 หมู่ที่ 11 ต.แม่วิน อ.แม่วาง จ.เชียงใหม่ 50360,084-481-7760,ไม่มี
1534,ส.วัสดุภัณฑ์,30/2 หมู่ที่ 1 ต.บ้านกลาง อ.สันป่าตอง จ.เชียงใหม่ 50120,053-481-502,มี
1535,ว.วัสดุภัณฑ์,52/1 หมู่ที่ 1 ต.แช่ช้าง อ.สันกำแพง จ.เชียงใหม่ 50130,,ไม่มี
1536,ห้างหุ้นส่วนจำกัด เอี่ยมเส็งโลหะกิจ,256/1-4 หมู่ที่ 3 ถ.เชียงใหม่-หางดง  ต.บ้านแหวน อ.หางดง จ.เชียงใหม่ 50230,053-431-633-4,ไม่มี
1537,บริษัท วีอาร์ 999 ค้าวัสดุ จำกัด,116 หมู่ที่ 5 ต.บ้านแป้น อ.เมืองลำพูน จ.ลำพูน 51000,053-521163,ไม่มี
1538,หจก. สมบุญ ดี.พี.ซัพพลาย,491 หมู่ที่ 1 ต.ป่าซาง อ.ป่าซาง จ.ลำพูน 51120,093-521-603,ไม่มี
1539,หจก. ค.เคหะภัณฑ์ แม่ทา,236 หมู่ที่ 2 ต.ทาทุ่งหลวง อ.แม่ทา จ.ลำพูน 51170,053-574-604,ไม่มี
1540,บริษัท ช.โฮม จำกัด,77 หมู่ที่ 14 ถ.พหลโยธิน ต.ลี้ อ.ลี้ จ.ลำพูน 51110,053-979-669,มี
1541,นานาวัสดุภัณฑ์,218/1 หมู่ที่ 3 ต.บ้านแป้น อ.เมืองลำพูน จ.ลำพูน 51000,,มี
1542,หจก. ไมก้าโฮม กำแพงเพชร,222 หมู่ที่ 9 ต.นครชุม อ.เมืองกำแพงเพชร จ.กำแพงเพชร 62000,055-850-940,มี
1543,ร้าน บ้านวัสดุ,69 หมู่ 10  ต.พรานกระต่าย อ.พรานกระต่าย จ.กำแพงเพชร 62110,055-762055,มี
1544,ภัคธนัทภัณฑ์,136/1 หมู่ที่ 5 ต.ถ้ำกระต่ายทอง อ.พรานกระต่าย จ.กำแพงเพชร 62110,089-566-0164,ไม่มี
1545,ส กนกวรรณค้าเจริญวัสดุก่อสร้าง,"418,418/1,418/2 หมู่ที่ 5 ต.ไทรงาม อ.ไทรงาม จ.กำแพงเพชร 62150",,ไม่มี
1546,สมบูรณ์ค้าเจริญวัสดุก่อสร้าง,99/1 หมู่ที่ 1 ต.ไทรงาม อ.ไทรงาม จ.กำแพงเพชร 62150,"080-509-4107, 087-204-1099",มี
1547,หจก. ชาตรีชินวัตรภัณฑ์,315-317 ถ.เจริญสุข ต.ในเมือง อ.เมืองกำแพงเพชร จ.กำแพงเพชร 62000,055-720715-16,ไม่มี
1548,หจก. ทรงเกียรติเคหะภัณฑ์,474 ถ.เจริญสุข ต.ในเมือง อ.เมืองกำแพงเพชร จ.กำแพงเพชร 62000,"055-720348, 711405",มี
1549,บริษัท ประทีปทอง โฮมมาร์ท จำกัด,1185/3 หมู่ที่ 1 ต.สลกบาตร อ.ขาณุวรลักษบุรี จ.กำแพงเพชร 62140,055-771370,มี
1550,หจก. กำแพงเพชรง่วนฮงหลี,"1,3-5,7,9 ซอย 2 ถ.เจริญสุข ต.ในเมือง อ.เมืองกำแพงเพชร จ.กำแพงเพชร 62000","055-711148, 721157",ไม่มี
1551,วีระชัยการค้า,139/1 หมู่ที่ 1  ต.วังแขม อ.คลองขลุง จ.กำแพงเพชร 62120,081-707-2427,มี
1552,บริษัท ตึกน้ำเงิน(1993) จำกัด,242/2-5 ถ.สวรรค์วิถี ต.ปากน้ำโพ อ.เมืองนครสวรรค์ จ.นครสวรรค์ 60000,056-334920,มี
1553,หจก. ศรีสวรรค์ 2000,200/7-9 ถ.สวรรค์วิถี ต.ปากน้ำโพ อ.เมืองนครสวรรค์ จ.นครสวรรค์ 60000,055-641-732,ไม่มี
1554,ส.สิริรัตน์คอนกรีต,7/2 หมู่ที่ 1 ต.เก้าเลี้ยว อ.เก้าเลี้ยว จ.นครสวรรค์ 60230,056-299-152,มี
1555,ร้าน สุวราคอนกรีต,154/3 หมู่ที่ 2 ต.เก้าเลี้ยว อ.เก้าเลี้ยว จ.นครสวรรค์ 60230,056-299-098,ไม่มี
1556,หจก. ยุทธนาแกรนด์ คอนสตรัคชั่น,11/20 หมู่ที่ 9 ต.หัวถนน อ.ท่าตะโก จ.นครสวรรค์ 60160,090-146-9591,ไม่มี
1557,บริษัท ไชโยโฮลอินวัน จำกัด,105 หมู่ 4 ถ.พหลโยธิน ต.นครสวรรค์ออก อ.เมืองนครสวรรค์ จ.นครสวรรค์ 60000,056-276863,มี
1558,บริษัท ไชโยโฮลอินวัน คอนกรีต จำกัด,23/10 หมู่ที่ 7 ต.ยางตาล อ.โกรกพระ จ.นครสวรรค์ 60170,,ไม่มี
1559,เอฟ บี วัสดุ,2 ถนนสุชาดา ต.ปากน้ำโพ อ.เมืองนครสวรรค์ จ.นครสวรรค์ 60000,,ไม่มี
1560,หจก. จิรันธนินเอ็นจิเนียริ่ง,468/14 หมู่ที่ 4 ต.ตาคลี อ.ตาคลี จ.นครสวรรค์ 60140,056-264-373,ไม่มี
1561,หจก. โชควัฒนาค้าวัสดุ,35/1 หมู่ที่ 11 ต.วัดไทร อ.เมืองนครสวรรค์ จ.นครสวรรค์ 60000,056-225-823,ไม่มี
1562,บริษัท เจเอ็นวีการโยธา จำกัด,161 หมู่ที่ 2 ต.สุขสำราญ อ.ตากฟ้า จ.นครสวรรค์ 60190,089-640-9955,มี
1563,ร้าน สหะกิจ,218-218/1 ถ.สวรรค์วิถี ต.ปากน้ำโพ อ.เมืองนครสวรรค์ จ.นครสวรรค์ 60000,"056-221826, 056-223-502",ไม่มี
1564,สหมิตรค้าไม้,185 หมู่ 2 ถ.พหลโยธิน ต.สุขสำราญ อ.ตากฟ้า จ.นครสวรรค์ 60190,089-640-9955,ไม่มี
1565,หจก. จิรันธนินก่อสร้าง,468/13 หมู่ที่ 4 ต.ตาคลี อ.ตาคลี จ.นครสวรรค์ 60140,,ไม่มี
1566,บริษัท ตึกน้ำเงินรีเทล จำกัด,450 หมู่ที่ 8 ต.นครสวรรค์ตก อ.เมืองนครสวรรค์ จ.นครสวรรค์ 60000,056-334920,ไม่มี
1567,ณพวัฒน์การไฟฟ้า,1004/10 ถ.พหลโยธิน ต.ตาคลี อ.ตาคลี จ.นครสวรรค์ 60140,056-264-373,ไม่มี
1568,บริษัท ชวนิชคอนกรีต จำกัด,129 หมู่ที่ 14 ต.วัดไทร อ.เมืองนครสวรรค์ จ.นครสวรรค์ 60000,056-340-555,ไม่มี
1569,บริษัท เจริญภัณฑ์โฮมแอนด์ลิฟวิ่ง เซ็นเตอร์ จำกัด,26/10 ม.10 ต.นครสวรรค์ตก อ.เมืองนครสวรรค์ จ.นครสวรรค์ 60000,056-311234,มี
1570,บริษัท เจริญภัณฑ์พาณิชย์ (1984) จำกัด,114-120 ถ.สวรรค์วิถี ต.ปากน้ำโพ อ.เมืองนครสวรรค์ จ.นครสวรรค์ 60000,"056-212298, 214505",มี
1571,หจก. ช.ประดิษฐ์วัสดุก่อสร้าง,669/29 หมู่ 7  ต.ท่าตะโก อ.ท่าตะโก จ.นครสวรรค์ 60160,056-249150,มี
1572,หจก. รุ่งเรืองภัณฑ์วัฒนา,187 หมู่ที่ 7 ต.เขาชนกัน อ.แม่วงก์ จ.นครสวรรค์ 60150,056-295-005,มี
1573,หจก. นครสวรรค์เต็กเซ่งฮง,196/3-4 ถ.สวรรค์วิถี ต.ปากน้ำโพ อ.เมืองนครสวรรค์ จ.นครสวรรค์ 60000,056-222600,ไม่มี
1574,ร้านถูกที่สุดค้าไม้,392 หมู่ที่ 10 ถ.พหลโยธิน ต.นครสวรรค์ตก อ.เมืองนครสวรรค์ จ.นครสวรรค์ 60000,056-222175,ไม่มี
